order_id,customer_id,order_date,country,n_lines,total_quantity,order_value_gbp,max_line_value_gbp,avg_unit_price,max_unit_price,min_unit_price,top_stock_code,top_category,top_description,returned,return_event_date,returned_units,log_order_value,avg_qty_per_line,price_spread,basket_concentration,hour,day_of_week,is_weekend,month,days_to_christmas,region,prior_orders,prior_returns_observed,is_new_customer,days_since_last_order,customer_tenure_days,prior_avg_order_value,prior_return_rate,discount_pct,category_return_rate,category_order_count
500462,445,2011-03-05 09:15:00.367778688,United Kingdom,2,12,41.16,31.2,3.1950000000000003,3.9,2.49,20016,200,ITEM 20016,1,2011-03-16 09:10:40.773117127,4.0,3.741471904233107,6.0,1.5662650602409638,0.7580174927113703,9,5,1,3,70,UK,3,1,0,2.6211029261607406,325.9664209500713,99.42333333333333,0.3333333333333333,0.13017751479289952,0.2016313677367254,1463.0
500533,419,2011-03-05 14:13:57.123716232,United Kingdom,2,12,41.71,26.810000000000002,3.4050000000000002,3.83,2.98,20111,201,ITEM 20111,0,,0.0,3.754433084853375,6.0,1.2852348993288591,0.6427715176216735,14,5,1,3,70,UK,9,3,0,12.510272733014954,382.8818467597482,113.72555555555556,0.3333333333333333,-0.018559218559218493,0.20019785329178413,295.0
502040,50,2011-03-05 17:49:19.921860712,France,2,7,27.52,22.0,3.58,4.4,2.76,20009,200,ITEM 20009,0,,0.0,3.3506055955460954,3.5,1.5942028985507248,0.7994186046511628,17,5,1,3,70,EU,1,0,0,406.1448619406513,406.1448619406513,83.64,0.0,-0.14714464360150048,0.2016313677367254,1463.0
502150,267,2011-03-05 19:12:57.200626024,United Kingdom,2,16,51.76,43.76,3.235,5.47,1.0,20034,200,ITEM 20034,1,2011-04-13 17:58:26.037491413,8.0,3.965753327849114,8.0,5.47,0.8454404945904173,19,5,1,3,70,UK,2,0,0,38.083733557038336,162.50440834866453,91.88499999999999,0.0,0.05685131195335269,0.2016313677367254,1463.0
503817,490,2011-03-05 19:55:54.186428856,United Kingdom,4,25,192.64000000000001,116.27000000000001,8.4,15.64,3.57,20017,200,ITEM 20017,0,,0.0,5.266000765071493,6.25,4.380952380952381,0.6035610465116279,19,5,1,3,70,UK,6,0,0,126.76980309605241,411.72809018640316,85.315,0.0,-1.1254482264026042,0.2016313677367254,1463.0
500659,340,2011-03-05 23:57:30.497835992,United Kingdom,5,14,39.5,19.259999999999998,3.154,7.89,0.83,20061,200,ITEM 20061,0,,0.0,3.7013019741124933,2.8,9.506024096385541,0.4875949367088607,23,5,1,3,70,UK,8,1,0,53.72449830287185,357.4707197049526,59.3675,0.125,0.2948946804712602,0.2016313677367254,1463.0
502484,154,2011-03-06 03:51:42.396489880,EIRE,4,29,83.37,27.84,3.3775,6.96,1.71,20074,200,ITEM 20074,0,,0.0,4.435211888177536,7.25,4.0701754385964914,0.33393306944944223,3,6,1,3,71,EU,5,1,0,133.47065429078467,369.0412266596327,64.176,0.2,0.19445383834967855,0.2016313677367254,1463.0
502008,129,2011-03-06 06:42:20.160985496,France,5,36,98.4,46.97,2.434,4.27,1.04,20016,200,ITEM 20016,1,2011-03-07 22:41:00.454946740,1.0,4.599152113662528,7.2,4.10576923076923,0.4773373983739837,6,6,1,3,71,EU,7,1,0,96.48490094406597,416.8172362218998,79.86428571428571,0.14285714285714285,0.3147632311977715,0.2016313677367254,1463.0
500201,70,2011-03-06 06:56:23.442911448,United Kingdom,5,14,52.07,23.1,3.7659999999999996,6.45,1.59,20021,200,ITEM 20021,0,,0.0,3.9716117968398037,2.8,4.056603773584905,0.4436335701939697,6,6,1,3,71,UK,8,2,0,98.52436220211959,383.35432042331905,65.33875,0.25,-0.17566041995935877,0.2016313677367254,1463.0
501254,112,2011-03-06 13:49:45.146424032,United Kingdom,6,41,170.32,50.4,4.328333333333333,7.2,1.82,20083,200,ITEM 20083,0,,0.0,5.14353315274717,6.833333333333333,3.956043956043956,0.2959135744480977,13,6,1,3,71,UK,10,1,0,13.627051569861342,349.2311933549946,102.37500000000001,0.1,-0.19531195171590987,0.2016313677367254,1463.0
501958,426,2011-03-06 14:13:28.172723088,France,5,37,149.03,52.0,3.8299999999999996,5.2,2.67,20074,200,ITEM 20074,0,,0.0,5.010835274098922,7.4,1.9475655430711611,0.34892303563041,14,6,1,3,71,EU,6,1,0,64.31206699338745,325.49760997011094,59.855,0.16666666666666666,-0.13283417581999912,0.2016313677367254,1463.0
502819,441,2011-03-06 17:57:14.828073328,United Kingdom,4,29,247.71,89.60000000000001,8.265,10.21,6.91,20000,200,ITEM 20000,0,,0.0,5.516287559088249,7.25,1.4775687409551377,0.36171329377094186,17,6,1,3,71,UK,3,1,0,40.58738097064338,229.50798819126936,62.376666666666665,0.3333333333333333,-1.2524210047738125,0.2016313677367254,1463.0
502595,163,2011-03-06 20:02:54.796603848,EIRE,4,20,55.44,24.5,3.015,3.61,2.45,20070,200,ITEM 20070,1,2011-04-03 02:56:38.542788782,6.0,4.033178126984613,5.0,1.473469387755102,0.44191919191919193,20,6,1,3,71,EU,4,0,0,65.45315055936047,405.9514712983316,77.08500000000001,0.0,0.18638098033460526,0.2016313677367254,1463.0
502726,388,2011-03-06 20:28:36.878575088,United Kingdom,4,24,82.74000000000001,55.88,2.9124999999999996,5.08,1.21,20071,200,ITEM 20071,0,,0.0,4.4277167605909975,6.0,4.198347107438017,0.6753686246072033,20,6,1,3,71,UK,6,1,0,61.01045808636597,395.99628715308586,96.70833333333333,0.16666666666666666,-0.10129109543458026,0.2016313677367254,1463.0
503109,308,2011-03-07 00:25:33.647242648,EIRE,6,26,66.32000000000001,26.910000000000004,3.0100000000000002,4.78,1.31,20106,201,ITEM 20106,0,,0.0,4.209457369322605,4.333333333333333,3.648854961832061,0.4057599517490953,0,0,0,3,72,EU,7,0,0,7.721542844275093,423.77001454708915,77.08857142857143,0.0,0.2647450110864743,0.20019785329178413,295.0
503161,337,2011-03-07 04:25:24.928008928,United Kingdom,2,14,37.879999999999995,25.52,3.2199999999999998,4.12,2.32,20037,200,ITEM 20037,1,2011-04-02 11:17:04.677831384,11.0,3.660479979592238,7.0,1.7758620689655173,0.6737064413938755,4,0,0,3,72,UK,5,2,0,18.02081637734199,366.42002713377354,138.974,0.4,0.10375014787649373,0.2016313677367254,1463.0
503745,233,2011-03-07 09:03:24.352497040,United Kingdom,2,15,56.2,47.96,3.21,4.36,2.06,20069,200,ITEM 20069,1,2011-04-25 14:00:13.831328278,11.0,4.046553898385752,7.5,2.116504854368932,0.8533807829181494,9,0,0,3,72,UK,2,1,0,21.09863164572199,388.8458782662865,26.005,0.5,-0.22147359269723976,0.2016313677367254,1463.0
502302,157,2011-03-07 19:23:52.827936400,United Kingdom,5,36,118.74000000000001,61.29,3.142,6.81,1.45,20066,200,ITEM 20066,0,,0.0,4.785322725497206,7.2,4.696551724137931,0.5161697827185446,19,0,0,3,72,UK,5,3,0,43.66047451187852,406.2664246688061,133.956,0.6,0.016768103341199825,0.2016313677367254,1463.0
501075,343,2011-03-07 20:28:11.206008928,United Kingdom,1,9,16.740000000000002,16.740000000000002,1.86,1.86,1.86,20019,200,ITEM 20019,0,,0.0,2.8758219768814337,9.0,1.0,1.0,20,0,0,3,72,UK,4,1,0,29.94593130304713,245.38471473755212,63.3675,0.25,0.3990306946688206,0.2016313677367254,1463.0
501708,434,2011-03-07 21:26:52.945078608,United Kingdom,3,21,63.85,37.52,3.22,4.69,1.29,20008,200,ITEM 20008,0,,0.0,4.172076910762453,7.0,3.6356589147286824,0.5876272513703994,21,0,0,3,72,UK,3,1,0,242.9724065511848,390.2346161525573,43.71,0.3333333333333333,0.07544164494642336,0.2016313677367254,1463.0
502121,50,2011-03-07 21:53:01.725281320,Spain,3,16,63.81,29.0,4.956666666666666,6.21,2.86,20114,201,ITEM 20114,0,,0.0,4.171459912439625,5.333333333333333,2.1713286713286712,0.4544742203416392,21,0,0,3,72,EU,2,0,0,2.1692338358866667,408.31409577653795,55.58,0.0,-0.15765602322206096,0.20019785329178413,295.0
503512,422,2011-03-07 22:39:50.743997744,United Kingdom,2,7,15.38,8.84,2.1950000000000003,2.21,2.18,20047,200,ITEM 20047,1,2011-03-31 15:10:47.243525118,3.0,2.7960610784249234,3.5,1.013761467889908,0.5747724317295189,22,0,0,3,72,UK,6,4,0,69.98149564659597,425.26014509822915,76.23,0.6666666666666666,0.37745395668892934,0.2016313677367254,1463.0
500238,9,2011-03-08 01:33:45.347840112,EIRE,3,19,39.52,17.16,2.4,2.92,1.56,20027,200,ITEM 20027,0,,0.0,3.7017956793804827,6.333333333333333,1.8717948717948716,0.43421052631578944,1,1,0,3,73,EU,6,0,0,32.61909689003319,262.4902661814912,69.73,0.0,0.35629937291310365,0.2016313677367254,1463.0
503345,366,2011-03-08 04:09:32.163551952,United Kingdom,6,35,178.47,64.3,5.07,9.57,2.2,20108,201,ITEM 20108,0,,0.0,5.190008063041185,5.833333333333333,4.35,0.36028464167647223,4,1,0,3,73,UK,6,1,0,28.254638494971946,387.65947750354246,73.10833333333333,0.16666666666666666,-0.4628089012745378,0.20019785329178413,295.0
502510,405,2011-03-08 07:50:34.230287224,Spain,2,16,49.529999999999994,36.55,4.245,7.31,1.18,20015,200,ITEM 20015,0,,0.0,3.9225672193038172,8.0,6.194915254237288,0.7379366040783364,7,1,0,3,73,EU,3,2,0,111.68555378801949,265.66967452818585,156.80999999999997,0.6666666666666666,0.01088367448826777,0.2016313677367254,1463.0
500745,59,2011-03-08 08:08:26.652415248,United Kingdom,4,17,97.77,34.8,7.1775,15.51,4.1,20050,200,ITEM 20050,0,,0.0,4.592793914920036,4.25,3.782926829268293,0.35593740411169067,8,1,0,3,73,UK,10,2,0,12.005543295506573,427.23189735879066,60.74499999999999,0.2,-0.5993783739571403,0.2016313677367254,1463.0
501521,198,2011-03-08 09:11:22.522030848,Germany,5,35,211.16,110.07000000000001,5.247999999999999,12.23,0.64,20081,200,ITEM 20081,0,,0.0,5.357340706997498,7.0,19.109375,0.5212634968744081,9,1,0,3,73,EU,6,2,0,234.2567848518355,405.3780107051386,162.665,0.3333333333333333,-0.745196082482747,0.2016313677367254,1463.0
503107,143,2011-03-08 09:11:23.225673448,Spain,4,28,93.4,52.02,3.305,5.78,1.68,20109,201,ITEM 20109,0,,0.0,4.547541073151455,7.0,3.4404761904761907,0.5569593147751606,9,1,0,3,73,EU,7,3,0,10.477301490206852,354.8578817017785,88.39714285714285,0.42857142857142855,0.0288536521965167,0.20019785329178413,295.0
503443,433,2011-03-08 13:38:28.406202216,Spain,1,4,11.84,11.84,2.96,2.96,2.96,20113,201,ITEM 20113,0,,0.0,2.552565298261815,4.0,1.0,1.0,13,1,0,3,73,EU,8,2,0,60.09853246613639,400.4367848862332,80.21125,0.25,0.11509715994020919,0.20019785329178413,295.0
500640,372,2011-03-08 14:05:16.921581192,United Kingdom,4,30,98.3,45.9,3.325,4.59,2.27,20077,200,ITEM 20077,0,,0.0,4.598145571051127,7.5,2.0220264317180616,0.4669379450661241,14,1,0,3,73,UK,8,1,0,27.670152074198842,270.6159102249563,76.30250000000001,0.125,0.06354196437077264,0.2016313677367254,1463.0
500398,230,2011-03-08 14:51:09.664265408,United Kingdom,4,26,71.1,26.28,2.57,3.09,1.25,20117,201,ITEM 20117,0,,0.0,4.278054044290903,6.5,2.472,0.369620253164557,14,1,0,3,73,UK,10,2,0,14.135971925024306,421.14157332206537,88.12100000000001,0.2,0.24722075172048708,0.20019785329178413,295.0
502283,301,2011-03-08 21:24:01.409090480,EIRE,1,7,34.02,34.02,4.86,4.86,4.86,20016,200,ITEM 20016,0,,0.0,3.555919326857706,7.0,1.0,1.0,21,1,0,3,73,EU,3,0,0,77.38910585154889,347.027808410952,62.46666666666667,0.0,-0.18826405867970686,0.2016313677367254,1463.0
502376,215,2011-03-08 23:46:30.228012456,United Kingdom,6,38,114.31,35.19,3.9933333333333336,7.29,1.11,20074,200,ITEM 20074,0,,0.0,4.747624153783025,6.333333333333333,6.567567567567567,0.3078470824949698,23,1,0,3,73,UK,4,0,0,14.281562686185833,377.7924486423529,119.4625,0.0,0.14944752408943784,0.2016313677367254,1463.0
501840,72,2011-03-09 03:49:15.896694408,United Kingdom,2,10,44.260000000000005,24.76,4.720000000000001,6.19,3.25,20076,200,ITEM 20076,0,,0.0,3.8124236402053913,5.0,1.9046153846153848,0.5594215996384998,3,2,0,3,74,UK,5,2,0,19.509283473030926,146.4072562263981,80.358,0.4,-0.2425603593486807,0.2016313677367254,1463.0
501230,307,2011-03-09 05:39:33.701181920,United Kingdom,1,10,37.599999999999994,37.599999999999994,3.76,3.76,3.76,20091,200,ITEM 20091,1,2011-04-19 07:14:27.324683908,10.0,3.653252276470785,10.0,1.0,1.0,5,2,0,3,74,UK,2,0,0,116.45854204193847,199.7906645921759,44.39,0.0,-0.07582260371959926,0.2016313677367254,1463.0
500244,315,2011-03-09 06:48:11.539493344,Spain,1,1,1.51,1.51,1.51,1.51,1.51,20008,200,ITEM 20008,1,2011-04-02 15:29:34.463726807,1.0,0.9202827531436926,1.0,1.0,1.0,6,2,0,3,74,EU,3,0,0,21.049230903661112,327.11331209976333,97.48666666666668,0.0,0.5565345080763584,0.2016313677367254,1463.0
501128,428,2011-03-09 19:15:08.554271176,United Kingdom,3,32,132.6,77.0,4.1033333333333335,7.0,2.5,20008,200,ITEM 20008,1,2011-03-14 22:18:32.601598790,11.0,4.894850261102546,10.666666666666666,2.8,0.5806938159879337,19,2,0,3,74,UK,5,1,0,29.004180543878103,338.2569088671841,71.42,0.2,-0.2260748959778085,0.2016313677367254,1463.0
503188,289,2011-03-10 11:19:53.406018848,United Kingdom,2,16,59.94,31.589999999999996,3.78,4.05,3.51,20048,200,ITEM 20048,0,,0.0,4.109889773557563,8.0,1.153846153846154,0.527027027027027,11,3,0,3,75,UK,5,1,0,9.557331281863055,233.2603298510301,116.03799999999998,0.2,-0.040173535791756976,0.2016313677367254,1463.0
502803,397,2011-03-10 11:53:19.391273840,United Kingdom,1,9,59.22,59.22,6.58,6.58,6.58,20016,200,ITEM 20016,1,2011-04-24 16:02:32.263868264,9.0,4.0980045230535875,9.0,1.0,1.0,11,3,0,3,75,UK,3,0,0,156.70407911883726,363.5482720486571,59.76666666666667,0.0,-0.60880195599022,0.2016313677367254,1463.0
500319,111,2011-03-10 17:16:27.657740000,EIRE,2,6,23.85,20.150000000000002,3.865,4.03,3.7,20069,200,ITEM 20069,0,,0.0,3.2128577525426376,3.0,1.0891891891891892,0.8448637316561846,17,3,0,3,75,EU,3,0,0,126.29596298264148,281.28398397382415,76.19,0.0,-0.33203015917341516,0.2016313677367254,1463.0
501925,293,2011-03-10 19:09:30.774358376,United Kingdom,2,12,36.93,31.32,2.675,3.48,1.87,20031,200,ITEM 20031,0,,0.0,3.6357423557008075,6.0,1.8609625668449197,0.8480909829406986,19,3,0,3,75,UK,4,1,0,56.88901726398694,345.98413500736274,117.51,0.25,0.19119579500657025,0.2016313677367254,1463.0
501727,149,2011-03-10 22:47:57.832758912,United Kingdom,5,25,69.17,24.290000000000003,3.086,6.55,1.2,20081,200,ITEM 20081,0,,0.0,4.250920869264197,5.0,5.458333333333333,0.3511637993349718,22,3,0,3,75,UK,7,1,0,19.45731403041537,393.5705133775612,89.86142857142856,0.14285714285714285,0.24259512729263621,0.2016313677367254,1463.0
500650,0,2011-03-10 22:54:09.434906216,France,4,25,141.99,60.099999999999994,5.3625,6.85,3.26,20083,200,ITEM 20083,0,,0.0,4.962774697744756,6.25,2.1012269938650308,0.42326924431297974,22,3,0,3,75,EU,3,1,0,105.78988181476912,411.3314898519267,75.35666666666667,0.3333333333333333,-0.5622180657938167,0.2016313677367254,1463.0
502779,294,2011-03-11 08:19:50.486744592,EIRE,1,11,44.11,44.11,4.01,4.01,4.01,20080,200,ITEM 20080,0,,0.0,3.8091039514203047,11.0,1.0,1.0,8,4,0,3,76,EU,7,2,0,58.59071317706889,371.8823837176223,63.81571428571429,0.2857142857142857,-0.19880418535127076,0.2016313677367254,1463.0
501456,275,2011-03-11 13:30:52.083367552,United Kingdom,4,24,48.79,20.97,1.955,2.86,1.08,20080,200,ITEM 20080,0,,0.0,3.9078141606540915,6.0,2.648148148148148,0.4298011887681902,13,4,0,3,76,UK,5,2,0,8.13646584891926,429.30515507231036,100.40200000000002,0.4,0.40583328259148754,0.2016313677367254,1463.0
500052,371,2011-03-11 22:06:01.746532288,Spain,6,27,88.12,26.16,3.3733333333333335,5.78,1.65,20073,200,ITEM 20073,0,,0.0,4.489983776178974,4.5,3.5030303030303034,0.2968679073990014,22,4,0,3,76,EU,4,1,0,127.07855445164125,382.39285790251535,67.625,0.25,-0.07456862386439855,0.2016313677367254,1463.0
501179,467,2011-03-12 02:18:37.523270800,United Kingdom,1,8,12.24,12.24,1.53,1.53,1.53,20061,200,ITEM 20061,0,,0.0,2.5832425505088623,8.0,1.0,1.0,2,5,1,3,77,UK,4,2,0,107.20205065754222,189.34862228343962,53.1975,0.5,0.6482758620689655,0.2016313677367254,1463.0
502059,133,2011-03-12 05:27:41.220269520,United Kingdom,1,10,38.3,38.3,3.83,3.83,3.83,20022,200,ITEM 20022,0,,0.0,3.6712245188752153,10.0,1.0,1.0,5,5,1,3,77,UK,3,0,0,59.50759689025037,348.4018430531422,94.48,0.0,-0.24149108589951362,0.2016313677367254,1463.0
501141,223,2011-03-12 11:39:38.280258632,United Kingdom,2,15,40.74,23.46,2.915,3.91,1.92,20006,200,ITEM 20006,1,2011-04-13 15:59:48.029122987,6.0,3.7314599016490546,7.5,2.0364583333333335,0.5758468335787923,11,5,1,3,77,UK,10,0,0,37.674061475680276,394.239609188494,62.84100000000001,0.0,0.23428249224696918,0.2016313677367254,1463.0
500909,368,2011-03-12 15:36:33.046594392,United Kingdom,6,52,204.48000000000002,59.800000000000004,4.226666666666667,5.98,1.5,20029,200,ITEM 20029,0,,0.0,5.325348705599067,8.666666666666666,3.986666666666667,0.29244913928012517,15,5,1,3,77,UK,6,1,0,43.816510652785,410.064166267922,116.545,0.16666666666666666,-0.15154586923466806,0.2016313677367254,1463.0
500635,178,2011-03-12 18:29:19.564823936,United Kingdom,2,7,32.68,28.68,4.390000000000001,4.78,4.0,20067,200,ITEM 20067,0,,0.0,3.516904189374126,3.5,1.195,0.8776009791921665,18,5,1,3,77,UK,5,1,0,50.955659274394584,428.00790471614266,61.864,0.2,-0.24282182924510365,0.2016313677367254,1463.0
500365,175,2011-03-12 21:13:18.973678592,United Kingdom,2,6,14.799999999999999,11.28,2.29,2.82,1.76,20053,200,ITEM 20053,0,,0.0,2.760009940032921,3.0,1.602272727272727,0.7621621621621621,21,5,1,3,77,UK,3,1,0,39.642973545088935,390.74212944254856,145.62,0.3333333333333333,0.3198529411764707,0.2016313677367254,1463.0
501060,257,2011-03-13 02:19:51.790241736,United Kingdom,5,24,101.67999999999999,45.449999999999996,3.9880000000000004,8.18,0.91,20056,200,ITEM 20056,1,2011-04-13 08:05:38.086492809,1.0,4.6316173560029394,4.8,8.989010989010989,0.44699055861526354,2,6,1,3,78,UK,7,0,0,26.26328417686301,356.81167972882946,85.40285714285714,0.0,-0.1526384401745733,0.2016313677367254,1463.0
502070,320,2011-03-13 02:50:52.338099424,Germany,2,17,58.56999999999999,48.73,3.0349999999999997,4.43,1.64,20087,200,ITEM 20087,0,,0.0,4.087152091640596,8.5,2.701219512195122,0.8319959023390815,2,6,1,3,78,EU,4,0,0,138.98972147506277,391.2262027572534,52.6225,0.0,0.03477257745550455,0.2016313677367254,1463.0
500775,214,2011-03-13 03:34:52.282331216,United Kingdom,4,25,103.84,38.56,4.685,8.61,2.13,20007,200,ITEM 20007,0,,0.0,4.6524353784552055,6.25,4.04225352112676,0.3713405238828968,3,6,1,3,78,UK,7,2,0,19.86522463951227,401.78762233045086,69.50571428571428,0.2857142857142857,-0.11770087724019151,0.2016313677367254,1463.0
500421,240,2011-03-13 09:46:20.189288664,United Kingdom,4,17,89.52000000000001,46.06,4.0175,6.58,1.42,20027,200,ITEM 20027,0,,0.0,4.505570820765337,4.25,4.633802816901409,0.5145218945487041,9,6,1,3,78,UK,9,0,0,20.799606185564027,364.98625701022155,68.34444444444445,0.0,-0.6132636511083078,0.2016313677367254,1463.0
502479,362,2011-03-13 12:55:13.440791296,Spain,5,36,138.67,56.52,4.298,6.31,2.07,20002,200,ITEM 20002,1,2011-04-04 17:50:06.367732694,8.0,4.93928249731768,7.2,3.0483091787439616,0.4075863560972093,12,6,1,3,78,EU,4,0,0,102.07182029231699,343.3607023285763,116.325,0.0,-0.0882479890131449,0.2016313677367254,1463.0
503815,247,2011-03-13 17:38:03.562829192,France,6,41,158.16,51.6,3.3783333333333334,6.45,1.21,20042,200,ITEM 20042,0,,0.0,5.069909985558728,6.833333333333333,5.330578512396695,0.3262518968133536,17,6,1,3,78,EU,8,1,0,43.98780819340912,390.01286705737493,73.06125,0.125,-0.1949680782743377,0.2016313677367254,1463.0
501087,297,2011-03-14 02:32:48.719584240,United Kingdom,3,16,52.64000000000001,36.120000000000005,3.703333333333333,5.16,1.51,20038,200,ITEM 20038,1,2011-03-26 09:55:59.888006372,1.0,3.9822950584134778,5.333333333333333,3.4172185430463577,0.6861702127659575,2,0,0,3,79,UK,12,1,0,31.087666712196572,348.52958697905206,59.126666666666665,0.08333333333333333,0.07250462514315914,0.2016313677367254,1463.0
501610,265,2011-03-14 03:17:33.504064824,Germany,4,30,158.51999999999998,76.32,4.944999999999999,9.54,1.84,20072,200,ITEM 20072,1,2011-04-18 11:42:50.975936366,6.0,5.072169306213528,7.5,5.184782608695651,0.4814534443603331,3,0,0,3,79,EU,5,0,0,40.44737878757792,407.70030119294125,80.292,0.0,-0.49638929532260323,0.2016313677367254,1463.0
501470,189,2011-03-14 03:32:29.151242928,United Kingdom,5,38,129.58,44.0,3.4560000000000004,4.78,1.61,20027,200,ITEM 20027,1,2011-03-19 22:18:35.509211000,10.0,4.871986065758487,7.6,2.968944099378882,0.3395585738539898,3,0,0,3,79,UK,8,1,0,143.18367076666328,403.23763939468796,74.98250000000002,0.125,-0.02111899133175732,0.2016313677367254,1463.0
502894,286,2011-03-14 08:13:52.959114576,France,5,28,158.13,102.52000000000001,3.7,9.32,1.13,20087,200,ITEM 20087,0,,0.0,5.0697214782220925,5.6,8.24778761061947,0.6483273256181623,8,0,0,3,79,EU,3,0,0,130.140053633971,346.83186886163656,113.88333333333333,0.0,-0.5025655644241731,0.2016313677367254,1463.0
502496,148,2011-03-14 09:28:52.339801016,EIRE,3,22,148.64000000000001,113.80000000000001,5.94,11.38,2.84,20030,200,ITEM 20030,0,,0.0,5.0082324094799455,7.333333333333333,4.007042253521127,0.7656081808396125,9,0,0,3,79,EU,3,1,0,164.92758182658662,343.94078215608516,78.14333333333335,0.3333333333333333,-0.9721374552209103,0.2016313677367254,1463.0
500187,224,2011-03-14 11:15:16.916119080,United Kingdom,6,37,171.59,42.1,5.661666666666666,12.9,2.27,20001,200,ITEM 20001,1,2011-04-07 11:53:08.576417776,5.0,5.150918839543312,6.166666666666667,5.682819383259912,0.24535229325718283,11,0,0,3,79,UK,7,1,0,40.659302995059306,203.04970066731403,61.60857142857144,0.14285714285714285,-0.32783904043335266,0.2016313677367254,1463.0
500732,419,2011-03-14 11:59:58.273828712,United Kingdom,6,32,126.56,45.2,3.6183333333333336,7.7,0.61,20060,200,ITEM 20060,0,,0.0,4.848586842141857,5.333333333333333,12.622950819672132,0.35714285714285715,11,0,0,3,79,UK,10,3,0,8.906957755931481,391.7888045156797,106.524,0.3,-0.142960354014269,0.2016313677367254,1463.0
